Meeting_ID,Committee_Name,Meeting_Date,Meeting_Time,Entry_ID,Zip_Code,Registration_Time,Agenda_Item,Agenda_Item_Title,Support,Speaking,OBJECTID
43391,Common Council,3/31/2020,06:30:00,77016,53508,3/31/2020 18:05,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",145
43391,Common Council,3/31/2020,06:30:00,77017,53717,3/31/2020 18:05,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"Yes, I want to speak.",146
43391,Common Council,3/31/2020,06:30:00,77019,53545,3/31/2020 18:05,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",147
43391,Common Council,3/31/2020,06:30:00,77020,53717,3/31/2020 18:05,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",148
43391,Common Council,3/31/2020,06:30:00,77021,53704,3/31/2020 18:05,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Support,"No, I do not want to speak.",149
43391,Common Council,3/31/2020,06:30:00,77023,53716,3/31/2020 18:08,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",150
43391,Common Council,3/31/2020,06:30:00,77024,53508,3/31/2020 18:09,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",151
43391,Common Council,3/31/2020,06:30:00,77025,53546,3/31/2020 18:09,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",152
43391,Common Council,3/31/2020,06:30:00,77027,53572,3/31/2020 18:10,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",153
43391,Common Council,3/31/2020,06:30:00,77028,53503,3/31/2020 18:10,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",154
43391,Common Council,3/31/2020,06:30:00,77029,53546,3/31/2020 18:11,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",155
43391,Common Council,3/31/2020,06:30:00,77030,54901,3/31/2020 18:11,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",156
43391,Common Council,3/31/2020,06:30:00,77031,53714,3/31/2020 18:11,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"Yes, I want to speak.",157
43391,Common Council,3/31/2020,06:30:00,77034,53546,3/31/2020 18:12,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",158
43391,Common Council,3/31/2020,06:30:00,77035,71913,3/31/2020 18:13,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",159
43391,Common Council,3/31/2020,06:30:00,77036,53713,3/31/2020 18:13,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",160
43391,Common Council,3/31/2020,06:30:00,77037,53546,3/31/2020 18:13,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",161
43391,Common Council,3/31/2020,06:30:00,77040,48439,3/31/2020 18:16,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",162
43391,Common Council,3/31/2020,06:30:00,76982,53593,3/31/2020 17:33,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",163
43391,Common Council,3/31/2020,06:30:00,76983,53704,3/31/2020 17:33,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Support,"No, I do not want to speak.",164
43391,Common Council,3/31/2020,06:30:00,76985,75791,3/31/2020 17:35,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",165
43391,Common Council,3/31/2020,06:30:00,76987,53593,3/31/2020 17:36,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",166
43391,Common Council,3/31/2020,06:30:00,76988,53532,3/31/2020 17:38,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",167
43391,Common Council,3/31/2020,06:30:00,76989,43423,3/31/2020 17:38,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",168
43391,Common Council,3/31/2020,06:30:00,76991,53716,3/31/2020 17:42,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",169
43391,Common Council,3/31/2020,06:30:00,76898,53593,3/31/2020 16:30,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",170
43391,Common Council,3/31/2020,06:30:00,76902,53559,3/31/2020 16:33,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"Yes, I want to speak.",171
43391,Common Council,3/31/2020,06:30:00,76903,53704,3/31/2020 16:34,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Support,"No, I do not want to speak.",172
43391,Common Council,3/31/2020,06:30:00,76904,53703,3/31/2020 16:34,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"Yes, I want to speak.",173
43391,Common Council,3/31/2020,06:30:00,76905,53711,3/31/2020 16:40,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",174
43391,Common Council,3/31/2020,06:30:00,76907,53716,3/31/2020 16:43,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",175
43391,Common Council,3/31/2020,06:30:00,76909,53718,3/31/2020 16:47,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",176
43391,Common Council,3/31/2020,06:30:00,76911,53960,3/31/2020 16:49,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",177
43391,Common Council,3/31/2020,06:30:00,76957,53704,3/31/2020 17:16,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",178
43391,Common Council,3/31/2020,06:30:00,76958,53590,3/31/2020 17:19,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",179
43391,Common Council,3/31/2020,06:30:00,76959,53716,3/31/2020 17:19,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",180
43391,Common Council,3/31/2020,06:30:00,76960,53713,3/31/2020 17:20,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Support,"No, I do not want to speak.",181
43391,Common Council,3/31/2020,06:30:00,76961,53714,3/31/2020 17:20,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",182
43391,Common Council,3/31/2020,06:30:00,76962,53708,3/31/2020 17:20,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",183
43391,Common Council,3/31/2020,06:30:00,76963,54669,3/31/2020 17:21,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",184
43391,Common Council,3/31/2020,06:30:00,76965,76008,3/31/2020 17:22,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"I do not want to speak, but I am available to answer questions.",185
43391,Common Council,3/31/2020,06:30:00,76966,53704,3/31/2020 17:24,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",186
43391,Common Council,3/31/2020,06:30:00,76967,53704,3/31/2020 17:25,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Support,"I do not want to speak, but I am available to answer questions.",187
43391,Common Council,3/31/2020,06:30:00,76968,53715,3/31/2020 17:25,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Support,"No, I do not want to speak.",188
43391,Common Council,3/31/2020,06:30:00,76969,53132,3/31/2020 17:26,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",189
43391,Common Council,3/31/2020,06:30:00,76970,53713,3/31/2020 17:26,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",190
43391,Common Council,3/31/2020,06:30:00,76971,53545,3/31/2020 17:27,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"Yes, I want to speak.",191
43391,Common Council,3/31/2020,06:30:00,76972,53597,3/31/2020 17:27,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",192
43391,Common Council,3/31/2020,06:30:00,76973,53090,3/31/2020 17:28,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",193
43391,Common Council,3/31/2020,06:30:00,76976,53944,3/31/2020 17:29,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",194
43391,Common Council,3/31/2020,06:30:00,76977,53508,3/31/2020 17:30,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",195
43391,Common Council,3/31/2020,06:30:00,76978,53703,3/31/2020 17:30,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"Yes, I want to speak.",196
43391,Common Council,3/31/2020,06:30:00,76979,53555,3/31/2020 17:31,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",197
43391,Common Council,3/31/2020,06:30:00,77083,53531,3/31/2020 18:38,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",198
43391,Common Council,3/31/2020,06:30:00,77084,53597,3/31/2020 18:38,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",199
43391,Common Council,3/31/2020,06:30:00,77085,54963,3/31/2020 18:38,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",200
43391,Common Council,3/31/2020,06:30:00,77086,53532,3/31/2020 18:39,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",201
43391,Common Council,3/31/2020,06:30:00,77087,54623,3/31/2020 18:40,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Support,"No, I do not want to speak.",202
43391,Common Council,3/31/2020,06:30:00,77088,53955,3/31/2020 18:41,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",203
43391,Common Council,3/31/2020,06:30:00,77089,54952,3/31/2020 18:41,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"Yes, I want to speak.",204
43391,Common Council,3/31/2020,06:30:00,77090,54623,3/31/2020 18:41,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Support,"No, I do not want to speak.",205
43391,Common Council,3/31/2020,06:30:00,77091,45431,3/31/2020 18:41,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",206
43391,Common Council,3/31/2020,06:30:00,77092,53801,3/31/2020 18:42,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",207
43391,Common Council,3/31/2020,06:30:00,77093,53532,3/31/2020 18:42,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"I do not want to speak, but I am available to answer questions.",208
43391,Common Council,3/31/2020,06:30:00,77094,53590,3/31/2020 18:42,77,Responding to the Final Environmental Impact Statement (EIS) for the Air National Guard F-35A Operational Beddown.,Oppose,"No, I do not want to speak.",209
